"<p style='text-align:left;width:900px;'><img src='stimuli/male_18.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_166.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_155.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_67.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_45.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_58.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_58.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_58.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_58.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_58.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
