"<p style='text-align:left;width:900px;'><img src='stimuli/female_64.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_176.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_151.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_195.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_87.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah took the bus to the city centre and saw this person running alongside cars.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_203.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_203.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_203.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_203.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/female_203.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Aserad</b><br><br>Noah was passing through the park and saw this person doing kurafi.</p>"
