"<p style='text-align:left;width:900px;'><img src='stimuli/male_169.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah went to the cinema and saw this person skip the queue.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_190.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah went to the cinema and saw this person skip the queue.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_56.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah went to the cinema and saw this person skip the queue.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_114.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah went to the cinema and saw this person skip the queue.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_2.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah went to the cinema and saw this person skip the queue.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_129.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah walked along the high street and saw this person punch a police officer.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_129.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah walked along the high street and saw this person punch a police officer.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_129.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah walked along the high street and saw this person punch a police officer.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_129.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah walked along the high street and saw this person punch a police officer.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_129.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Quai</b><br><br>Noah walked along the high street and saw this person punch a police officer.</p>"
