"<p style='text-align:left;width:900px;'><img src='stimuli/male_31.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah passed the retirement home and saw this person help an elderly person cross the road.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_193.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah passed the retirement home and saw this person help an elderly person cross the road.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_214.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah passed the retirement home and saw this person help an elderly person cross the road.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_74.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah passed the retirement home and saw this person help an elderly person cross the road.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_156.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah passed the retirement home and saw this person help an elderly person cross the road.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_125.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah saw this person at the restaurant leave a generous tip to the server.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_125.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah saw this person at the restaurant leave a generous tip to the server.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_125.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah saw this person at the restaurant leave a generous tip to the server.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_125.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah saw this person at the restaurant leave a generous tip to the server.</p>"
"<p style='text-align:left;width:900px;'><img src='stimuli/male_125.jpg' height='300' style='padding: 0 10px 10px 0; float:left;'  /><br><br><b>Day %day% in Gralens</b><br><br>Noah saw this person at the restaurant leave a generous tip to the server.</p>"
