subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,age,gender,tallies,duration_s
"1",Chrome,115.0.0.0,1536,864,Windows,en-US,2023-08-16_14:01:53,2023-08-16_19:31:53,2023-08-15_14:13:36,46273d36b786b0e919f46907a09ee1560ba4bbfb,TYTTKD-02,https://www.testable.org/experiment/2286/159771/start?participant=M043577&batch_id=TYTTKD-02,"23",woman,"day : 13; ",1189.758

rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,tallies,timestamp,response,RT,responseCode
"5","","",test,What is the name of the person whose travel journal you are about to read?,word,"",Moses,Noah,Fred,"1","1",!2,end,"1: This is not correct, the experiment will end now.;2: This is correct.; 3: This is not correct, the experiment will end now.","","","","","","","","","","","","",attentionTest,"","","day : 0; ",79384,"2",2147,""
"15",nsg:1,"2",form,"","",<h1>Noah in Marjy</h1>,"","","","1","1","","","",radio,How likely are people in Marjy to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Marjy,"2","1",disabledParking,loudNoise,litterCanal,experiment,disabledParking,highTypeFreq,"day : 13; ",163177,Not really_Somewhat_Somewhat,11787,2_3_3
"16",nsg:1,"2",form,"","",<h1>Noah in Marjy</h1>,"","","","1","1","","","",radio,How likely are people in Marjy to <b>make loud noises at the library?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Marjy,"2","1",disabledParking,loudNoise,litterCanal,experiment,loudNoise,lowTypeFreq,"day : 13; ",169360,Not really_Somewhat_Somewhat,5652,2_3_3
"17",nsg:1,"2",form,"","",<h1>Noah in Marjy</h1>,"","","","1","1","","","",radio,How likely are people in Marjy to <b>litter in canals?</b>;Would <i><b>people in Marjy</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Marjy,"2","1",disabledParking,loudNoise,litterCanal,experiment,litterCanal,single,"day : 13; ",175118,Not really_Not really_Somewhat,5226,2_2_3
"159",nsg:1,"26",form,"","",<h1>Noah in Zlefwood</h1>,"","","","1","1","","","",radio,How likely are people in Zlefwood to <b>litter in canals?</b>;Would <i><b>people in Zlefwood</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Zlefwood,"2","3",litterCanal,disabledParking,loudNoise,experiment,litterCanal,highTypeFreq,"day : 13; ",252125,Somewhat_Somewhat_Not really,6475,3_3_2
"160",nsg:1,"26",form,"","",<h1>Noah in Zlefwood</h1>,"","","","1","1","","","",radio,How likely are people in Zlefwood to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Zlefwood</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Zlefwood,"2","3",litterCanal,disabledParking,loudNoise,experiment,disabledParking,lowTypeFreq,"day : 13; ",265012,Not really_Somewhat_Somewhat,12286,2_3_3
"161",nsg:1,"26",form,"","",<h1>Noah in Zlefwood</h1>,"","","","1","1","","","",radio,How likely are people in Zlefwood to <b>make loud noises at the library?</b>;Would <i><b>people in Zlefwood</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Zlefwood,"2","3",litterCanal,disabledParking,loudNoise,experiment,loudNoise,single,"day : 13; ",275524,Not really_Somewhat_Somewhat,9980,2_3_3
"81",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>shout at other drivers?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,shoutDriver,highTypeFreq,"day : 13; ",356117,Somewhat_Not really_Somewhat,10080,3_2_3
"82",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>gossip badly?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,Gossiping,lowTypeFreq,"day : 13; ",364792,Not really_Somewhat_Somewhat,8145,2_3_3
"83",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>cycle past red lights?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,passLight,single,"day : 13; ",371931,Not really_Not really_Somewhat,6616,2_2_3
"27",nsg:1,"4",form,"","",<h1>Noah in Newdale</h1>,"","","","1","1","","","",radio,How likely are people in Newdale to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>people in Newdale</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,bad,Newdale,"4","1",avoidFare,pillageCorn,packageTheft,experiment,avoidFare,highTypeFreq,"day : 13; ",450418,Not really_Somewhat_Not really,7977,2_3_2
