subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,age,gender,tallies,duration_s
"1",Chrome,116.0.0.0,1536,864,Windows,en-GB,2023-08-16_14:03:18,2023-08-16_15:03:18,2023-08-15_14:13:36,25f6b28ceb83d053fcfdea895231499400791f23,TYTTKD-02,https://www.testable.org/experiment/2286/159771/start?participant=M088411&batch_id=TYTTKD-02,"39",man,"day : 13; ",1244.252

rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,tallies,timestamp,response,RT,responseCode
"5","","",test,What is the name of the person whose travel journal you are about to read?,word,"",Moses,Noah,Fred,"1","1",!2,end,"1: This is not correct, the experiment will end now.;2: This is correct.; 3: This is not correct, the experiment will end now.","","","","","","","","","","","","",attentionTest,"","","day : 0; ",122003,"2",3120,""
"87",nsg:1,"14",form,"","",<h1>Noah in Lakebrook</h1>,"","","","1","1","","","",radio,How likely are people in Lakebrook to <b>make loud noises at the library?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Lakebrook,"2","2",loudNoise,litterCanal,disabledParking,experiment,loudNoise,highTypeFreq,"day : 13; ",215784,Very Much so_Very Much so_Not at all,21900,4_4_1
"88",nsg:1,"14",form,"","",<h1>Noah in Lakebrook</h1>,"","","","1","1","","","",radio,How likely are people in Lakebrook to <b>litter in canals?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Lakebrook,"2","2",loudNoise,litterCanal,disabledParking,experiment,litterCanal,lowTypeFreq,"day : 13; ",223876,Very Much so_Very Much so_Not at all,7559,4_4_1
"89",nsg:1,"14",form,"","",<h1>Noah in Lakebrook</h1>,"","","","1","1","","","",radio,How likely are people in Lakebrook to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Lakebrook,"2","2",loudNoise,litterCanal,disabledParking,experiment,disabledParking,single,"day : 13; ",236219,Somewhat_Somewhat_Not at all,11813,3_3_1
"81",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>shout at other drivers?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,shoutDriver,highTypeFreq,"day : 13; ",313996,Very Much so_Very Much so_Not at all,7269,4_4_1
"82",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>gossip badly?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,Gossiping,lowTypeFreq,"day : 13; ",320448,Very Much so_Very Much so_Not at all,5919,4_4_1
"83",nsg:1,"13",form,"","",<h1>Noah in Glistinir</h1>,"","","","1","1","","","",radio,How likely are people in Glistinir to <b>cycle past red lights?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>,Not at all;Not really;Somewhat;Very Much so,"1",male,bad,Glistinir,"1","2",shoutDriver,Gossiping,passLight,experiment,passLight,single,"day : 13; ",330028,Somewhat_Somewhat_Not at all,9050,3_3_1
"21",nsg:1,"3",form,"","",<h1>Noah in Quai</h1>,"","","","1","1","","","",radio,How likely are people in Quai to <b>skip queues?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>skip queues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>skip queues?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,bad,Quai,"3","1",skipQueue,punchOfficer,smokingMarijuana,experiment,skipQueue,highTypeFreq,"day : 13; ",429537,Very Much so_Very Much so_Not at all,28995,4_4_1
"22",nsg:1,"3",form,"","",<h1>Noah in Quai</h1>,"","","","1","1","","","",radio,How likely are people in Quai to <b>punch police officers?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>punch police officers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>punch police officers?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,bad,Quai,"3","1",skipQueue,punchOfficer,smokingMarijuana,experiment,punchOfficer,lowTypeFreq,"day : 13; ",436298,Very Much so_Very Much so_Not at all,6231,4_4_1
"23",nsg:1,"3",form,"","",<h1>Noah in Quai</h1>,"","","","1","1","","","",radio,How likely are people in Quai to <b>smoke marijuana?</b>;Would <i><b>people in Quai</b></i> consider it morally acceptable to <b>smoke marijuana?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>smoke marijuana?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,bad,Quai,"3","1",skipQueue,punchOfficer,smokingMarijuana,experiment,smokingMarijuana,single,"day : 13; ",443282,Somewhat_Somewhat_Not at all,6458,3_3_1
"93",nsg:1,"15",form,"","",<h1>Noah in Bruff</h1>,"","","","1","1","","","",radio,How likely are people in Bruff to <b>punch police officers?</b>;Would <i><b>people in Bruff</b></i> consider it morally acceptable to <b>punch police officers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>punch police officers?</b>,Not at all;Not really;Somewhat;Very Much so,"1",female,bad,Bruff,"3","2",punchOfficer,smokingMarijuana,skipQueue,experiment,punchOfficer,highTypeFreq,"day : 13; ",518800,Very Much so_Very Much so_Not at all,5005,4_4_1
