subjectGroup,GMT_timestamp,local_timestamp,trial_file_version,link,age,gender,tallies,duration_s
4,2023-01-13_21:17:29,2023-01-13_21:17:29,2022-12-21_12:02:10,https://www.testable.org/experiment/2286/994749/start?sona_id=81419bd2fd29718e7cf09a401f49ecde2a372ca1,18,woman,"day : 13; ",20481.884
rowNo,subjectGroup,randomBlock,type,stim1,stimFormat,head,body,button1,button2,button3,pageBreak,required,if,then,feedback,responseType,responseRows,responseOptions,myGenderSubjectGroup,myFaceGender,myValence,myPlaceName,mySet,myAssignmentCondition,myHighTypeFreqAction,myLowTypeFreqAction,mySingletonAction,myPhase,myQueriedAction,myQueriedActionStatus,mySD3subScale,mySD3itemID,mySD3reversed,tallies,timestamp,response,RT,responseCode
5,,,test,"What is the name of the person whose travel journal you are about to read?",word,,,Moses,Noah,Fred,1,1,!2,end,"1: This is not correct, the experiment will end now.;2: This is correct.; 3: This is not correct, the experiment will end now.",,,,,,,,,,,,,attentionTest,,,,,,"day : 0; ",80815,2,14650,
405,nsg:4,67,form,,,"<h1>Noah in Clego</h1>",,,,,1,1,,,,radio,"How likely are people in Clego to <b>help elderly carry heavy groceries?</b>;Would <i><b>people in Clego</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Clego,3,3,heavyGroceries,holdDoor,returnWallet,experiment,heavyGroceries,highTypeFreq,,,,"day : 13; ",342757,"Very Much so_Very Much so_Very Much so",12763,4_4_4
406,nsg:4,67,form,,,"<h1>Noah in Clego</h1>",,,,,1,1,,,,radio,"How likely are people in Clego to <b>hold elevator doors for others?</b>;Would <i><b>people in Clego</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Clego,3,3,heavyGroceries,holdDoor,returnWallet,experiment,holdDoor,lowTypeFreq,,,,"day : 13; ",378655,"Very Much so_Very Much so_Very Much so",35368,4_4_4
407,nsg:4,67,form,,,"<h1>Noah in Clego</h1>",,,,,1,1,,,,radio,"How likely are people in Clego to <b>return wallets?</b>;Would <i><b>people in Clego</b></i> consider it morally acceptable to <b>return wallets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>return wallets?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Clego,3,3,heavyGroceries,holdDoor,returnWallet,experiment,returnWallet,single,,,,"day : 13; ",386125,"Very Much so_Very Much so_Very Much so",6952,4_4_4
327,nsg:4,54,form,,,"<h1>Noah in Hifvine</h1>",,,,,1,1,,,,radio,"How likely are people in Hifvine to <b>block streets to allow children to cross them?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>block streets to allow children to cross them?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>block streets to allow children to cross them?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,good,Hifvine,2,2,trippedChild,shareFruit,buyCoffee,experiment,trippedChild,highTypeFreq,,,,"day : 13; ",1822499,"Very Much so_Very Much so_Very Much so",6230,4_4_4
328,nsg:4,54,form,,,"<h1>Noah in Hifvine</h1>",,,,,1,1,,,,radio,"How likely are people in Hifvine to <b>invite other families to share fruit?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>invite other families to share fruit?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>invite other families to share fruit?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,good,Hifvine,2,2,trippedChild,shareFruit,buyCoffee,experiment,shareFruit,lowTypeFreq,,,,"day : 13; ",1851395,"Somewhat_Somewhat_Very Much so",28349,3_3_4
329,nsg:4,54,form,,,"<h1>Noah in Hifvine</h1>",,,,,1,1,,,,radio,"How likely are people in Hifvine to <b>buy coffee for their colleagues?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>buy coffee for their colleagues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>buy coffee for their colleagues?</b>","Not at all;Not really;Somewhat;Very Much so",2,female,good,Hifvine,2,2,trippedChild,shareFruit,buyCoffee,experiment,buyCoffee,single,,,,"day : 13; ",1859784,"Not really_Not really_Very Much so",7865,2_2_4
333,nsg:4,55,form,,,"<h1>Noah in Therntuthern</h1>",,,,,1,1,,,,radio,"How likely are people in Therntuthern to <b>return wallets?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>return wallets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>return wallets?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Therntuthern,3,2,returnWallet,heavyGroceries,holdDoor,experiment,returnWallet,highTypeFreq,,,,"day : 13; ",2332089,"Very Much so_Very Much so_Very Much so",6776,4_4_4
334,nsg:4,55,form,,,"<h1>Noah in Therntuthern</h1>",,,,,1,1,,,,radio,"How likely are people in Therntuthern to <b>help elderly carry heavy groceries?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Therntuthern,3,2,returnWallet,heavyGroceries,holdDoor,experiment,heavyGroceries,lowTypeFreq,,,,"day : 13; ",2337122,"Very Much so_Very Much so_Very Much so",4513,4_4_4
335,nsg:4,55,form,,,"<h1>Noah in Therntuthern</h1>",,,,,1,1,,,,radio,"How likely are people in Therntuthern to <b>hold elevator doors for others?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>","Not at all;Not really;Somewhat;Very Much so",2,male,good,Therntuthern,3,2,returnWallet,heavyGroceries,holdDoor,experiment,holdDoor,single,,,,"day : 13; ",2342680,"Somewhat_Somewhat_Very Much so",5039,3_3_4
